"New 1.5DF.spc - RawData"
"Wavelength nm.","Abs."
577.50,1.965
578.00,1.969
578.50,1.973
579.00,1.976
579.50,1.977
580.00,1.980
580.50,1.982
581.00,1.984
581.50,1.986
582.00,1.987
582.50,1.988
583.00,1.988
583.50,1.989
584.00,1.989
584.50,1.988
585.00,1.988
585.50,1.986
586.00,1.984
586.50,1.983
587.00,1.980
587.50,1.978
588.00,1.975
588.50,1.971
589.00,1.968
589.50,1.963
590.00,1.959
590.50,1.954
591.00,1.949
591.50,1.943
592.00,1.937
592.50,1.931
593.00,1.924
593.50,1.917
594.00,1.911
594.50,1.904
595.00,1.896
595.50,1.889
596.00,1.882
596.50,1.874
597.00,1.867
597.50,1.859
598.00,1.851
598.50,1.843
599.00,1.835
599.50,1.827
600.00,1.819
600.50,1.811
601.00,1.803
601.50,1.794
602.00,1.785
602.50,1.776
603.00,1.768
603.50,1.759
604.00,1.751
604.50,1.743
605.00,1.735
605.50,1.726
606.00,1.717
606.50,1.708
607.00,1.699
607.50,1.690
608.00,1.682
608.50,1.674
609.00,1.665
609.50,1.656
610.00,1.647
610.50,1.638
611.00,1.630
611.50,1.621
612.00,1.612
612.50,1.604
613.00,1.597
613.50,1.589
614.00,1.581
614.50,1.573
615.00,1.565
615.50,1.558
616.00,1.550
616.50,1.543
617.00,1.536
617.50,1.530
618.00,1.523
618.50,1.517
619.00,1.511
619.50,1.504
620.00,1.498
620.50,1.492
621.00,1.486
621.50,1.481
622.00,1.476
622.50,1.471
623.00,1.465
623.50,1.460
624.00,1.455
624.50,1.450
625.00,1.446
625.50,1.442
626.00,1.437
626.50,1.434
627.00,1.430
627.50,1.426
628.00,1.423
628.50,1.419
629.00,1.416
629.50,1.413
630.00,1.411
630.50,1.408
631.00,1.406
631.50,1.404
632.00,1.402
632.50,1.400
633.00,1.398
633.50,1.397
634.00,1.396
634.50,1.395
635.00,1.394
635.50,1.393
636.00,1.393
636.50,1.392
637.00,1.392
637.50,1.392
638.00,1.392
638.50,1.392
639.00,1.392
639.50,1.393
640.00,1.393
640.50,1.394
641.00,1.395
641.50,1.396
642.00,1.397
642.50,1.398
643.00,1.400
643.50,1.401
644.00,1.403
644.50,1.404
645.00,1.406
645.50,1.408
646.00,1.410
646.50,1.411
647.00,1.414
647.50,1.416
648.00,1.418
648.50,1.420
649.00,1.422
649.50,1.424
650.00,1.426
650.50,1.428
651.00,1.431
651.50,1.433
652.00,1.435
652.50,1.437
653.00,1.439
653.50,1.442
654.00,1.444
654.50,1.447
655.00,1.449
655.50,1.451
656.00,1.454
656.50,1.456
657.00,1.458
657.50,1.461
658.00,1.463
658.50,1.465
659.00,1.467
659.50,1.469
660.00,1.471
660.50,1.473
661.00,1.475
661.50,1.476
662.00,1.478
662.50,1.479
663.00,1.480
663.50,1.480
664.00,1.480
664.50,1.481
665.00,1.480
665.50,1.480
666.00,1.479
666.50,1.478
667.00,1.477
667.50,1.475
668.00,1.473
668.50,1.471
669.00,1.469
669.50,1.466
670.00,1.463
670.50,1.461
671.00,1.458
671.50,1.455
672.00,1.451
672.50,1.448
673.00,1.445
673.50,1.441
674.00,1.438
674.50,1.434
675.00,1.430
675.50,1.426
676.00,1.422
676.50,1.418
677.00,1.414
677.50,1.410
678.00,1.406
678.50,1.402
679.00,1.398
679.50,1.394
680.00,1.389
680.50,1.385
681.00,1.381
681.50,1.377
682.00,1.373
682.50,1.369
683.00,1.364
683.50,1.360
684.00,1.356
684.50,1.352
685.00,1.348
685.50,1.344
686.00,1.340
686.50,1.336
687.00,1.332
687.50,1.328
688.00,1.324
688.50,1.319
689.00,1.315
689.50,1.311
690.00,1.306
690.50,1.302
691.00,1.298
691.50,1.293
692.00,1.289
692.50,1.285
693.00,1.280
693.50,1.276
694.00,1.272
694.50,1.267
695.00,1.262
695.50,1.258
696.00,1.253
696.50,1.249
697.00,1.244
697.50,1.240
698.00,1.235
698.50,1.231
699.00,1.227
699.50,1.222
700.00,1.218
700.50,1.213
701.00,1.209
701.50,1.205
702.00,1.201
702.50,1.197
703.00,1.194
703.50,1.190
704.00,1.186
704.50,1.183
705.00,1.179
705.50,1.176
706.00,1.172
706.50,1.169
707.00,1.166
707.50,1.162
708.00,1.159
708.50,1.156
709.00,1.153
709.50,1.150
710.00,1.148
710.50,1.145
711.00,1.142
711.50,1.140
712.00,1.138
712.50,1.135
713.00,1.133
713.50,1.131
714.00,1.129
714.50,1.127
715.00,1.125
715.50,1.123
716.00,1.121
716.50,1.120
717.00,1.118
717.50,1.116
718.00,1.115
718.50,1.113
719.00,1.112
719.50,1.111
720.00,1.109
720.50,1.108
721.00,1.107
721.50,1.106
722.00,1.105
722.50,1.104
723.00,1.103
723.50,1.102
724.00,1.101
724.50,1.100
725.00,1.099
725.50,1.098
726.00,1.097
726.50,1.097
727.00,1.096
727.50,1.095
728.00,1.095
728.50,1.094
729.00,1.093
729.50,1.093
730.00,1.092
730.50,1.092
731.00,1.091
731.50,1.091
732.00,1.090
732.50,1.090
733.00,1.089
733.50,1.089
734.00,1.088
734.50,1.088
735.00,1.087
735.50,1.087
736.00,1.086
736.50,1.085
737.00,1.085
737.50,1.084
738.00,1.083
738.50,1.083
739.00,1.082
739.50,1.081
740.00,1.081
740.50,1.080
741.00,1.079
741.50,1.079
742.00,1.078
742.50,1.077
743.00,1.077
743.50,1.076
744.00,1.075
744.50,1.074
745.00,1.073
745.50,1.072
746.00,1.072
746.50,1.071
747.00,1.070
747.50,1.069
748.00,1.068
748.50,1.068
749.00,1.067
749.50,1.066
750.00,1.065
750.50,1.064
751.00,1.063
751.50,1.062
752.00,1.062
752.50,1.061
753.00,1.060
753.50,1.059
754.00,1.058
754.50,1.057
755.00,1.056
755.50,1.055
756.00,1.055
756.50,1.054
757.00,1.053
757.50,1.052
758.00,1.051
758.50,1.050
759.00,1.049
759.50,1.048
760.00,1.047
760.50,1.047
761.00,1.046
761.50,1.045
762.00,1.044
762.50,1.043
763.00,1.042
763.50,1.041
764.00,1.040
764.50,1.039
765.00,1.038
765.50,1.037
766.00,1.036
766.50,1.035
767.00,1.034
767.50,1.033
768.00,1.032
768.50,1.031
769.00,1.030
769.50,1.029
770.00,1.028
770.50,1.027
771.00,1.026
771.50,1.025
772.00,1.024
772.50,1.023
773.00,1.022
773.50,1.021
774.00,1.020
774.50,1.019
775.00,1.018
775.50,1.017
776.00,1.016
776.50,1.015
777.00,1.015
777.50,1.014
778.00,1.013
778.50,1.012
779.00,1.011
779.50,1.011
780.00,1.010
780.50,1.009
781.00,1.008
781.50,1.008
782.00,1.007
782.50,1.007
783.00,1.006
783.50,1.005
784.00,1.005
784.50,1.004
785.00,1.004
785.50,1.003
786.00,1.003
786.50,1.002
787.00,1.002
787.50,1.002
788.00,1.001
788.50,1.001
789.00,1.001
789.50,1.000
790.00,1.000
790.50,1.000
791.00,1.000
791.50,1.000
792.00,0.999
792.50,0.999
793.00,0.999
793.50,0.999
794.00,0.999
794.50,0.999
795.00,0.999
795.50,0.999
796.00,0.999
796.50,0.999
797.00,0.999
797.50,0.999
798.00,0.999
798.50,0.999
799.00,1.000
799.50,1.000
800.00,1.000
800.50,1.001
801.00,1.001
801.50,1.001
802.00,1.001
802.50,1.001
803.00,1.002
803.50,1.002
804.00,1.003
804.50,1.003
805.00,1.003
805.50,1.004
806.00,1.004
806.50,1.005
807.00,1.005
807.50,1.006
808.00,1.007
808.50,1.007
809.00,1.008
809.50,1.009
810.00,1.009
810.50,1.010
811.00,1.011
811.50,1.012
812.00,1.013
812.50,1.014
813.00,1.015
813.50,1.016
814.00,1.017
814.50,1.018
815.00,1.019
815.50,1.020
816.00,1.021
816.50,1.022
817.00,1.023
817.50,1.025
818.00,1.026
818.50,1.028
819.00,1.029
819.50,1.030
820.00,1.032
820.50,1.034
821.00,1.035
821.50,1.037
822.00,1.038
822.50,1.040
823.00,1.041
823.50,1.043
824.00,1.045
824.50,1.046
825.00,1.048
825.50,1.050
826.00,1.052
826.50,1.054
827.00,1.056
827.50,1.058
828.00,1.059
828.50,1.061
829.00,1.063
829.50,1.065
830.00,1.067
830.50,1.069
831.00,1.071
831.50,1.073
832.00,1.075
832.50,1.077
833.00,1.079
833.50,1.081
834.00,1.083
834.50,1.086
835.00,1.088
835.50,1.090
836.00,1.092
836.50,1.094
837.00,1.096
837.50,1.098
838.00,1.100
838.50,1.102
839.00,1.104
839.50,1.105
840.00,1.107
840.50,1.110
841.00,1.112
841.50,1.114
842.00,1.116
842.50,1.118
843.00,1.120
843.50,1.122
844.00,1.124
844.50,1.126
845.00,1.128
845.50,1.130
846.00,1.132
846.50,1.135
847.00,1.137
847.50,1.139
848.00,1.142
848.50,1.144
849.00,1.146
849.50,1.148
850.00,1.151
850.50,1.153
851.00,1.155
851.50,1.158
852.00,1.160
852.50,1.163
853.00,1.166
853.50,1.168
854.00,1.171
854.50,1.173
855.00,1.176
855.50,1.179
856.00,1.182
856.50,1.185
857.00,1.188
857.50,1.191
858.00,1.195
858.50,1.198
859.00,1.201
859.50,1.204
860.00,1.208
860.50,1.211
861.00,1.214
861.50,1.217
862.00,1.221
862.50,1.225
863.00,1.229
863.50,1.232
864.00,1.237
864.50,1.241
865.00,1.245
865.50,1.249
866.00,1.254
866.50,1.258
867.00,1.262
867.50,1.266
868.00,1.271
868.50,1.275
869.00,1.278
869.50,1.283
870.00,1.287
870.50,1.291
871.00,1.294
871.50,1.298
872.00,1.301
872.50,1.304
873.00,1.307
873.50,1.310
874.00,1.313
874.50,1.315
875.00,1.318
875.50,1.319
876.00,1.320
876.50,1.321
877.00,1.322
877.50,1.322
878.00,1.323
878.50,1.322
879.00,1.321
879.50,1.320
880.00,1.319
880.50,1.318
881.00,1.316
881.50,1.314
882.00,1.314
882.50,1.313
883.00,1.311
883.50,1.308
884.00,1.306
884.50,1.305
885.00,1.303
885.50,1.303
886.00,1.302
886.50,1.300
887.00,1.300
887.50,1.298
888.00,1.296
888.50,1.296
889.00,1.296
889.50,1.298
890.00,1.300
890.50,1.304
891.00,1.307
891.50,1.309
892.00,1.310
892.50,1.311
893.00,1.313
893.50,1.315
894.00,1.318
894.50,1.319
895.00,1.318
895.50,1.318
896.00,1.320
896.50,1.321
897.00,1.322
897.50,1.320
898.00,1.318
898.50,1.320
899.00,1.320
899.50,1.320
900.00,1.319
900.50,1.319
901.00,1.318
901.50,1.316
902.00,1.315
902.50,1.314
903.00,1.316
903.50,1.320
904.00,1.324
904.50,1.325
905.00,1.326
905.50,1.328
906.00,1.329
906.50,1.329
907.00,1.326
907.50,1.326
908.00,1.329
908.50,1.332
909.00,1.334
909.50,1.335
910.00,1.338
910.50,1.338
911.00,1.338
911.50,1.338
912.00,1.334
912.50,1.334
913.00,1.337
913.50,1.337
914.00,1.333
914.50,1.329
915.00,1.329
915.50,1.327
916.00,1.324
916.50,1.321
917.00,1.315
917.50,1.313
918.00,1.311
918.50,1.307
919.00,1.304
919.50,1.303
920.00,1.300
920.50,1.297
921.00,1.294
921.50,1.293
922.00,1.291
922.50,1.285
923.00,1.283
923.50,1.281
924.00,1.277
924.50,1.277
925.00,1.275
925.50,1.271
926.00,1.272
926.50,1.272
927.00,1.271
927.50,1.266
928.00,1.262
928.50,1.263
929.00,1.266
929.50,1.267
930.00,1.260
930.50,1.260
931.00,1.264
931.50,1.263
932.00,1.260
932.50,1.259
933.00,1.260
933.50,1.262
934.00,1.271
934.50,1.278
935.00,1.278
935.50,1.282
936.00,1.285
936.50,1.281
937.00,1.278
937.50,1.279
938.00,1.277
938.50,1.272
939.00,1.267
939.50,1.266
940.00,1.264
940.50,1.257
941.00,1.252
941.50,1.246
942.00,1.241
942.50,1.236
943.00,1.233
943.50,1.234
944.00,1.234
944.50,1.233
945.00,1.230
945.50,1.233
946.00,1.235
946.50,1.229
947.00,1.223
947.50,1.223
948.00,1.220
948.50,1.220
949.00,1.222
949.50,1.217
950.00,1.214
950.50,1.215
951.00,1.217
951.50,1.214
952.00,1.207
952.50,1.204
953.00,1.202
953.50,1.205
954.00,1.205
954.50,1.199
955.00,1.194
955.50,1.190
956.00,1.191
956.50,1.191
957.00,1.189
957.50,1.190
958.00,1.193
958.50,1.193
959.00,1.190
959.50,1.183
960.00,1.179
960.50,1.187
961.00,1.193
961.50,1.192
962.00,1.193
962.50,1.189
963.00,1.188
963.50,1.190
964.00,1.187
964.50,1.191
965.00,1.189
965.50,1.188
966.00,1.201
966.50,1.205
967.00,1.199
967.50,1.200
968.00,1.204
968.50,1.203
969.00,1.203
969.50,1.207
970.00,1.209
970.50,1.207
971.00,1.214
971.50,1.226
972.00,1.226
972.50,1.223
973.00,1.222
973.50,1.230
974.00,1.232
974.50,1.226
975.00,1.233
975.50,1.238
976.00,1.234
976.50,1.234
977.00,1.242
977.50,1.248
978.00,1.246
978.50,1.244
979.00,1.243
979.50,1.253
980.00,1.257
980.50,1.248
981.00,1.243
981.50,1.254
982.00,1.266
982.50,1.265
983.00,1.258
983.50,1.261
984.00,1.270
984.50,1.261
985.00,1.253
985.50,1.258
986.00,1.252
986.50,1.240
987.00,1.253
987.50,1.263
988.00,1.244
988.50,1.240
989.00,1.244
989.50,1.243
990.00,1.256
990.50,1.260
991.00,1.256
991.50,1.257
992.00,1.246
992.50,1.236
993.00,1.237
993.50,1.235
994.00,1.229
994.50,1.227
995.00,1.223
995.50,1.221
996.00,1.220
996.50,1.223
997.00,1.234
997.50,1.227
998.00,1.218
998.50,1.211
999.00,1.205
999.50,1.212
1000.00,1.221
1000.50,1.214
1001.00,1.207
1001.50,1.202
1002.00,1.209
1002.50,1.220
1003.00,1.210
1003.50,1.200
1004.00,1.204
1004.50,1.209
1005.00,1.200
1005.50,1.199
1006.00,1.197
1006.50,1.195
1007.00,1.190
1007.50,1.190
1008.00,1.198
1008.50,1.192
1009.00,1.190
1009.50,1.193
1010.00,1.188
1010.50,1.181
1011.00,1.175
1011.50,1.179
1012.00,1.181
1012.50,1.170
1013.00,1.164
1013.50,1.165
1014.00,1.176
1014.50,1.179
1015.00,1.173
1015.50,1.181
1016.00,1.186
1016.50,1.174
1017.00,1.167
1017.50,1.161
1018.00,1.155
1018.50,1.154
1019.00,1.162
1019.50,1.167
1020.00,1.167
1020.50,1.166
1021.00,1.157
1021.50,1.150
1022.00,1.156
1022.50,1.159
1023.00,1.144
1023.50,1.141
1024.00,1.151
1024.50,1.162
1025.00,1.162
1025.50,1.155
1026.00,1.139
1026.50,1.145
1027.00,1.153
1027.50,1.139
1028.00,1.144
1028.50,1.156
1029.00,1.147
1029.50,1.133
1030.00,1.135
1030.50,1.140
1031.00,1.145
1031.50,1.144
1032.00,1.138
1032.50,1.125
1033.00,1.120
1033.50,1.122
1034.00,1.131
1034.50,1.147
1035.00,1.139
1035.50,1.128
1036.00,1.126
1036.50,1.130
1037.00,1.129
1037.50,1.123
1038.00,1.127
1038.50,1.127
1039.00,1.121
1039.50,1.123
1040.00,1.130
1040.50,1.129
1041.00,1.122
1041.50,1.124
1042.00,1.130
1042.50,1.117
1043.00,1.114
1043.50,1.121
1044.00,1.115
1044.50,1.102
1045.00,1.110
1045.50,1.126
1046.00,1.133
1046.50,1.125
1047.00,1.112
1047.50,1.109
1048.00,1.115
1048.50,1.118
1049.00,1.111
1049.50,1.104
1050.00,1.103
1050.50,1.114
1051.00,1.112
1051.50,1.111
1052.00,1.111
1052.50,1.107
1053.00,1.108
1053.50,1.106
1054.00,1.105
1054.50,1.100
1055.00,1.092
1055.50,1.088
1056.00,1.087
1056.50,1.085
1057.00,1.087
1057.50,1.096
1058.00,1.096
1058.50,1.085
1059.00,1.085
1059.50,1.085
1060.00,1.084
1060.50,1.087
1061.00,1.085
1061.50,1.083
1062.00,1.080
1062.50,1.077
1063.00,1.075
1063.50,1.082
1064.00,1.084
1064.50,1.088
1065.00,1.097
1065.50,1.098
1066.00,1.091
1066.50,1.092
1067.00,1.095
1067.50,1.096
1068.00,1.123
1068.50,1.163
1069.00,1.249
1069.50,1.419
1070.00,1.714
1070.50,2.069
1071.00,2.002
1071.50,1.720
1072.00,1.776
1072.50,1.901
1073.00,1.708
1073.50,1.356
1074.00,1.160
1074.50,1.101
1075.00,1.078
1075.50,1.067
1076.00,1.061
1076.50,1.061
1077.00,1.067
1077.50,1.062
1078.00,1.056
1078.50,1.056
1079.00,1.049
1079.50,1.050
1080.00,1.052
1080.50,1.058
1081.00,1.061
1081.50,1.050
1082.00,1.056
1082.50,1.057
1083.00,1.050
1083.50,1.056
1084.00,1.060
1084.50,1.060
1085.00,1.064
1085.50,1.056
1086.00,1.053
1086.50,1.062
1087.00,1.062
1087.50,1.061
1088.00,1.057
1088.50,1.062
1089.00,1.068
1089.50,1.064
1090.00,1.059
1090.50,1.059
1091.00,1.060
1091.50,1.052
1092.00,1.050
1092.50,1.052
1093.00,1.048
1093.50,1.048
1094.00,1.047
1094.50,1.050
1095.00,1.057
1095.50,1.054
1096.00,1.043
1096.50,1.049
1097.00,1.058
1097.50,1.053
1098.00,1.056
1098.50,1.062
1099.00,1.054
1099.50,1.048
1100.00,1.047
